Drug1,Drug2,cell,drug1_db,drug2_db,synergy,fold
PD325901,MK-8776,LOVO,DB07101,DB11899,18.8484990837,2
PD325901,MK-8776,MDAMB436,DB07101,DB11899,23.9808509863,2
PD325901,MK-8776,NCIH1650,DB07101,DB11899,0.8316938698,2
PD325901,MK-8776,NCIH2122,DB07101,DB11899,-16.6014571042,2
PD325901,MK-8776,NCIH23,DB07101,DB11899,5.5516698181,2
PD325901,MK-8776,NCIH460,DB07101,DB11899,-2.8495283099,2
PD325901,MK-8776,NCIH520,DB07101,DB11899,-17.1948376474,2
PD325901,MK-8776,OV90,DB07101,DB11899,10.9321119513,2
PD325901,MK-8776,RKO,DB07101,DB11899,10.0889783498,2
PD325901,MK-8776,RPMI7951,DB07101,DB11899,0.7600303463,2
PD325901,MK-8776,SKMEL30,DB07101,DB11899,4.3332207772,2
PD325901,MK-8776,SKMES1,DB07101,DB11899,-12.068543769,2
PD325901,MK-8776,SKOV3,DB07101,DB11899,-5.9415807427,2
PD325901,MK-8776,SW620,DB07101,DB11899,-3.2871455179000004,2
PD325901,MK-8776,SW837,DB07101,DB11899,-176.85805350419997,2
PD325901,MK-8776,T47D,DB07101,DB11899,-11.4860774848,2
PD325901,MK-8776,UACC62,DB07101,DB11899,3.8184940782,2
PD325901,MK-8776,VCAP,DB07101,DB11899,8.4437301188,2
PD325901,MK-8776,ZR751,DB07101,DB11899,3.7657237335,2
PD325901,OXALIPLATIN,A2058,DB07101,DB00526,4.638170083,0
PD325901,OXALIPLATIN,A2780,DB07101,DB00526,7.6641552242,0
PD325901,OXALIPLATIN,A375,DB07101,DB00526,-13.8074001153,0
PD325901,OXALIPLATIN,CAOV3,DB07101,DB00526,13.186241037,0
PD325901,OXALIPLATIN,DLD1,DB07101,DB00526,4.5302135397,0
PD325901,OXALIPLATIN,ES2,DB07101,DB00526,-24.7850274399,0
PD325901,OXALIPLATIN,HCT116,DB07101,DB00526,8.068823547000001,0
PD325901,OXALIPLATIN,HT144,DB07101,DB00526,-6.8123919352,0
PD325901,OXALIPLATIN,HT29,DB07101,DB00526,1.7255628741,0
PD325901,OXALIPLATIN,KPL1,DB07101,DB00526,16.7492641222,0
PD325901,OXALIPLATIN,LOVO,DB07101,DB00526,-4.4438879664,0
PD325901,OXALIPLATIN,MDAMB436,DB07101,DB00526,2.1041814573,0
PD325901,OXALIPLATIN,NCIH1650,DB07101,DB00526,4.9811348897,0
PD325901,OXALIPLATIN,NCIH2122,DB07101,DB00526,0.1512131663,0
PD325901,OXALIPLATIN,NCIH23,DB07101,DB00526,-20.6028997813,0
PD325901,OXALIPLATIN,NCIH460,DB07101,DB00526,-7.6087525655,0
PD325901,OXALIPLATIN,NCIH520,DB07101,DB00526,-10.2699323667,0
PD325901,OXALIPLATIN,OV90,DB07101,DB00526,-9.8097389322,0
PD325901,OXALIPLATIN,RKO,DB07101,DB00526,-5.8979148169,0
PD325901,OXALIPLATIN,RPMI7951,DB07101,DB00526,-5.33346211,0
PD325901,OXALIPLATIN,SKMEL30,DB07101,DB00526,-13.1345583331,0
PD325901,OXALIPLATIN,SKMES1,DB07101,DB00526,-4.0905831,0
PD325901,OXALIPLATIN,SKOV3,DB07101,DB00526,6.176389649600001,0
PD325901,OXALIPLATIN,SW620,DB07101,DB00526,6.1354091461,0
PD325901,OXALIPLATIN,SW837,DB07101,DB00526,5.8020777199,0
PD325901,OXALIPLATIN,T47D,DB07101,DB00526,-16.7091850422,0
PD325901,OXALIPLATIN,UACC62,DB07101,DB00526,-10.6449178653,0
PD325901,OXALIPLATIN,VCAP,DB07101,DB00526,-2.8208567367,0
PD325901,OXALIPLATIN,ZR751,DB07101,DB00526,3.8329639017,0
PD325901,SN-38,A2058,DB07101,DB05482,-6.3721332337,2
PD325901,SN-38,A2780,DB07101,DB05482,23.840985216,2
PD325901,SN-38,A375,DB07101,DB05482,8.4953348147,2
PD325901,SN-38,CAOV3,DB07101,DB05482,16.0709225415,2
PD325901,SN-38,DLD1,DB07101,DB05482,15.6537325446,2
PD325901,SN-38,ES2,DB07101,DB05482,-1.0647383214,2
PD325901,SN-38,HCT116,DB07101,DB05482,2.6804075938,2
PD325901,SN-38,HT144,DB07101,DB05482,19.0719114352,2
PD325901,SN-38,HT29,DB07101,DB05482,-9.9044444748,2
PD325901,SN-38,KPL1,DB07101,DB05482,16.2755908904,2
PD325901,SN-38,LOVO,DB07101,DB05482,-16.7187355472,2
PD325901,SN-38,MDAMB436,DB07101,DB05482,11.612134801500002,2
PD325901,SN-38,NCIH1650,DB07101,DB05482,0.1854662135999999,2
PD325901,SN-38,NCIH2122,DB07101,DB05482,8.836380070399999,2
PD325901,SN-38,NCIH23,DB07101,DB05482,-5.573449987899999,2
PD325901,SN-38,NCIH460,DB07101,DB05482,10.5283383788,2
PD325901,SN-38,NCIH520,DB07101,DB05482,-3.5539493895,2
PD325901,SN-38,OV90,DB07101,DB05482,-5.1651119625,2
PD325901,SN-38,RKO,DB07101,DB05482,16.667981484000002,2
PD325901,SN-38,RPMI7951,DB07101,DB05482,-7.1910419427,2
PD325901,SN-38,SKMEL30,DB07101,DB05482,5.821723416499999,2
PD325901,SN-38,SKMES1,DB07101,DB05482,-6.091978749299999,2
PD325901,SN-38,SKOV3,DB07101,DB05482,8.4085821485,2
PD325901,SN-38,SW620,DB07101,DB05482,-3.5549144365,2
PD325901,SN-38,SW837,DB07101,DB05482,13.2623086511,2
PD325901,SN-38,T47D,DB07101,DB05482,11.714164047,2
PD325901,SN-38,UACC62,DB07101,DB05482,-7.8102693286,2
PD325901,SN-38,VCAP,DB07101,DB05482,8.7061456783,2
PD325901,SN-38,ZR751,DB07101,DB05482,4.7733179771,2
PD325901,SORAFENIB,A2058,DB07101,DB00398,32.7549342489,0
PD325901,SORAFENIB,A2780,DB07101,DB00398,19.0948111501,0
PD325901,SORAFENIB,A375,DB07101,DB00398,16.3802920965,0
PD325901,SORAFENIB,CAOV3,DB07101,DB00398,13.794237911500002,0
PD325901,SORAFENIB,DLD1,DB07101,DB00398,30.2212199979,0
PD325901,SORAFENIB,ES2,DB07101,DB00398,8.681466108099999,0
PD325901,SORAFENIB,HCT116,DB07101,DB00398,32.0424300732,0
PD325901,SORAFENIB,HT144,DB07101,DB00398,16.4040748971,0
PD325901,SORAFENIB,HT29,DB07101,DB00398,4.642050224,0
PD325901,SORAFENIB,KPL1,DB07101,DB00398,10.0488456414,0
PD325901,SORAFENIB,LOVO,DB07101,DB00398,14.5354967157,0
PD325901,SORAFENIB,MDAMB436,DB07101,DB00398,7.5063669241,0
PD325901,SORAFENIB,NCIH1650,DB07101,DB00398,18.4295745803,0
PD325901,SORAFENIB,NCIH2122,DB07101,DB00398,32.4165218953,0
PD325901,SORAFENIB,NCIH23,DB07101,DB00398,25.5054373894,0
PD325901,SORAFENIB,NCIH460,DB07101,DB00398,27.7873524208,0
PD325901,SORAFENIB,NCIH520,DB07101,DB00398,16.132114506700002,0
PD325901,SORAFENIB,OV90,DB07101,DB00398,18.5585229331,0
PD325901,SORAFENIB,RKO,DB07101,DB00398,49.2260016094,0
PD325901,SORAFENIB,RPMI7951,DB07101,DB00398,9.9473485351,0
PD325901,SORAFENIB,SKMEL30,DB07101,DB00398,16.7973983479,0
PD325901,SORAFENIB,SKMES1,DB07101,DB00398,12.463054334,0
PD325901,SORAFENIB,SKOV3,DB07101,DB00398,33.770860757600005,0
PD325901,SORAFENIB,SW620,DB07101,DB00398,11.2652895349,0
PD325901,SORAFENIB,SW837,DB07101,DB00398,14.6357498061,0
PD325901,SORAFENIB,T47D,DB07101,DB00398,25.066549975900003,0
PD325901,SORAFENIB,UACC62,DB07101,DB00398,8.868655240599999,0
PD325901,SORAFENIB,VCAP,DB07101,DB00398,5.8484376588,0
PD325901,SORAFENIB,ZR751,DB07101,DB00398,1.6914298603,0
PD325901,TOPOTECAN,A2058,DB07101,DB01030,16.083000828299998,2
PD325901,TOPOTECAN,A2780,DB07101,DB01030,20.0694346187,2
PD325901,TOPOTECAN,A375,DB07101,DB01030,-25.9669107875,2
PD325901,TOPOTECAN,CAOV3,DB07101,DB01030,14.9108779446,2
PD325901,TOPOTECAN,DLD1,DB07101,DB01030,25.2570046251,2
PD325901,TOPOTECAN,ES2,DB07101,DB01030,10.4947486201,2
PD325901,TOPOTECAN,HCT116,DB07101,DB01030,18.681259493800003,2
PD325901,TOPOTECAN,HT144,DB07101,DB01030,30.2244568638,2
PD325901,TOPOTECAN,HT29,DB07101,DB01030,-0.4652839361,2
PD325901,TOPOTECAN,KPL1,DB07101,DB01030,17.5219980078,2
PD325901,TOPOTECAN,LOVO,DB07101,DB01030,15.7824089295,2
PD325901,TOPOTECAN,MDAMB436,DB07101,DB01030,14.2564911469,2
PD325901,TOPOTECAN,NCIH1650,DB07101,DB01030,2.9922520149,2
PD325901,TOPOTECAN,NCIH2122,DB07101,DB01030,20.5217859996,2
PD325901,TOPOTECAN,NCIH23,DB07101,DB01030,8.386385426,2
PD325901,TOPOTECAN,NCIH460,DB07101,DB01030,-6.6994440956,2
PD325901,TOPOTECAN,NCIH520,DB07101,DB01030,1.3298618391,2
PD325901,TOPOTECAN,OV90,DB07101,DB01030,38.4330916699,2
PD325901,TOPOTECAN,RKO,DB07101,DB01030,24.5514432533,2
PD325901,TOPOTECAN,RPMI7951,DB07101,DB01030,2.0443873725,2
PD325901,TOPOTECAN,SKMEL30,DB07101,DB01030,4.4766608819,2
PD325901,TOPOTECAN,SKMES1,DB07101,DB01030,-10.5688363492,2
PD325901,TOPOTECAN,SKOV3,DB07101,DB01030,12.4168985749,2
PD325901,TOPOTECAN,SW620,DB07101,DB01030,21.0002153953,2
PD325901,TOPOTECAN,SW837,DB07101,DB01030,19.9457247377,2
PD325901,TOPOTECAN,T47D,DB07101,DB01030,13.0989309263,2
PD325901,TOPOTECAN,UACC62,DB07101,DB01030,8.9743265442,2
PD325901,TOPOTECAN,VCAP,DB07101,DB01030,7.6763278549,2
PD325901,TOPOTECAN,ZR751,DB07101,DB01030,28.1568085097,2
SN-38,DINACICLIB,A2058,DB05482,DB12021,-10.0556212342,0
SN-38,DINACICLIB,A2780,DB05482,DB12021,-9.0465430437,0
SN-38,DINACICLIB,A375,DB05482,DB12021,2.0813437939,0
SN-38,DINACICLIB,CAOV3,DB05482,DB12021,-15.4235903307,0
SN-38,DINACICLIB,DLD1,DB05482,DB12021,-4.5977868702,0
SN-38,DINACICLIB,ES2,DB05482,DB12021,-16.471253333,0
SN-38,DINACICLIB,HCT116,DB05482,DB12021,-8.9745501578,0
SN-38,DINACICLIB,HT144,DB05482,DB12021,-10.904448349,0
SN-38,DINACICLIB,HT29,DB05482,DB12021,-12.214970313,0
SN-38,DINACICLIB,KPL1,DB05482,DB12021,-0.2090291461,0
SN-38,DINACICLIB,LOVO,DB05482,DB12021,-13.480233488900002,0
SN-38,DINACICLIB,MDAMB436,DB05482,DB12021,-8.6003243595,0
SN-38,DINACICLIB,NCIH1650,DB05482,DB12021,-4.286396551,0
SN-38,DINACICLIB,NCIH2122,DB05482,DB12021,-0.4440274825999999,0
SN-38,DINACICLIB,NCIH23,DB05482,DB12021,-4.5503224106,0
SN-38,DINACICLIB,NCIH460,DB05482,DB12021,-14.3028386794,0
SN-38,DINACICLIB,NCIH520,DB05482,DB12021,-10.6490849332,0
SN-38,DINACICLIB,OV90,DB05482,DB12021,-29.136207987,0
SN-38,DINACICLIB,RKO,DB05482,DB12021,-8.1957909,0
SN-38,DINACICLIB,RPMI7951,DB05482,DB12021,-8.6768100234,0
SN-38,DINACICLIB,SKMEL30,DB05482,DB12021,-9.7578601586,0
SN-38,DINACICLIB,SKMES1,DB05482,DB12021,0.163336596,0
SN-38,DINACICLIB,SKOV3,DB05482,DB12021,-19.2903712802,0
SN-38,DINACICLIB,SW620,DB05482,DB12021,-12.5712911506,0
SN-38,DINACICLIB,SW837,DB05482,DB12021,-24.8524282437,0
SN-38,DINACICLIB,T47D,DB05482,DB12021,-36.1762134513,0
SN-38,DINACICLIB,UACC62,DB05482,DB12021,-8.8098109376,0
SN-38,DINACICLIB,VCAP,DB05482,DB12021,5.7991904857000005,0
SN-38,DINACICLIB,ZR751,DB05482,DB12021,-4.1991936973,0
SN-38,MK-8776,A2058,DB05482,DB11899,24.3993434474,0
SN-38,MK-8776,A2780,DB05482,DB11899,10.6426542832,0
SN-38,MK-8776,A375,DB05482,DB11899,15.8711419807,0
SN-38,MK-8776,CAOV3,DB05482,DB11899,6.6809060291,0
SN-38,MK-8776,DLD1,DB05482,DB11899,-10.2556321163,0
SN-38,MK-8776,ES2,DB05482,DB11899,1.0377802749,0
SN-38,MK-8776,HCT116,DB05482,DB11899,0.9497198916,0
SN-38,MK-8776,HT144,DB05482,DB11899,10.1496854823,0
SN-38,MK-8776,HT29,DB05482,DB11899,2.9356630258,0
SN-38,MK-8776,KPL1,DB05482,DB11899,7.9550787612,0
SN-38,MK-8776,LOVO,DB05482,DB11899,1.4324007434,0
SN-38,MK-8776,MDAMB436,DB05482,DB11899,10.295310082,0
SN-38,MK-8776,NCIH1650,DB05482,DB11899,0.7846368909,0
SN-38,MK-8776,NCIH2122,DB05482,DB11899,-2.4117687559,0
SN-38,MK-8776,NCIH23,DB05482,DB11899,2.7726727660000003,0
SN-38,MK-8776,NCIH460,DB05482,DB11899,-5.4449006544000005,0
SN-38,MK-8776,NCIH520,DB05482,DB11899,13.005276383900002,0
SN-38,MK-8776,OV90,DB05482,DB11899,-13.5469221834,0
SN-38,MK-8776,RKO,DB05482,DB11899,-5.6948165829,0
SN-38,MK-8776,RPMI7951,DB05482,DB11899,13.1009298811,0
SN-38,MK-8776,SKMEL30,DB05482,DB11899,27.8133440028,0
SN-38,MK-8776,SKMES1,DB05482,DB11899,-8.4463032051,0
SN-38,MK-8776,SKOV3,DB05482,DB11899,3.5114879548,0
SN-38,MK-8776,SW620,DB05482,DB11899,-8.9317409423,0
SN-38,MK-8776,SW837,DB05482,DB11899,-12.3756434724,0
SN-38,MK-8776,T47D,DB05482,DB11899,-66.8320090237,0
SN-38,MK-8776,UACC62,DB05482,DB11899,-6.490483459299999,0
SN-38,MK-8776,VCAP,DB05482,DB11899,13.8941092427,0
SN-38,MK-8776,ZR751,DB05482,DB11899,5.1087885247,0
SN-38,SORAFENIB,A2058,DB05482,DB00398,-6.3480466167,2
SN-38,SORAFENIB,A2780,DB05482,DB00398,4.8047665263,2
SN-38,SORAFENIB,A375,DB05482,DB00398,24.5449316259,2
SN-38,SORAFENIB,CAOV3,DB05482,DB00398,-12.5974512795,2
SN-38,SORAFENIB,DLD1,DB05482,DB00398,16.10409341,2
SN-38,SORAFENIB,ES2,DB05482,DB00398,1.6810096437,2
SN-38,SORAFENIB,HCT116,DB05482,DB00398,9.6976446857,2
SN-38,SORAFENIB,HT144,DB05482,DB00398,12.0411818377,2
SN-38,SORAFENIB,HT29,DB05482,DB00398,-6.8047187266,2
SN-38,SORAFENIB,KPL1,DB05482,DB00398,4.772645835,2
SN-38,SORAFENIB,LOVO,DB05482,DB00398,-5.2863554195,2
SN-38,SORAFENIB,MDAMB436,DB05482,DB00398,-5.486009226,2
SN-38,SORAFENIB,NCIH1650,DB05482,DB00398,10.7990818088,2
SN-38,SORAFENIB,NCIH2122,DB05482,DB00398,3.5933247878,2
SN-38,SORAFENIB,NCIH23,DB05482,DB00398,13.9833630264,2
SN-38,SORAFENIB,NCIH460,DB05482,DB00398,26.15363311,2
SN-38,SORAFENIB,NCIH520,DB05482,DB00398,9.9197028428,2
SN-38,SORAFENIB,OV90,DB05482,DB00398,-7.5790795637,2
SN-38,SORAFENIB,RKO,DB05482,DB00398,12.1835694138,2
SN-38,SORAFENIB,RPMI7951,DB05482,DB00398,2.7320197671,2
SN-38,SORAFENIB,SKMEL30,DB05482,DB00398,10.504545168,2
SN-38,SORAFENIB,SKMES1,DB05482,DB00398,18.9765863532,2
SN-38,SORAFENIB,SKOV3,DB05482,DB00398,8.277622600299999,2
SN-38,SORAFENIB,SW620,DB05482,DB00398,-1.2772120572,2
SN-38,SORAFENIB,SW837,DB05482,DB00398,1.5623722683,2
SN-38,SORAFENIB,T47D,DB05482,DB00398,-2.2903888432,2
SN-38,SORAFENIB,UACC62,DB05482,DB00398,1.2497411038,2
SN-38,SORAFENIB,VCAP,DB05482,DB00398,4.9545862319,2
SN-38,SORAFENIB,ZR751,DB05482,DB00398,-6.926959585800001,2
SORAFENIB,DINACICLIB,A2058,DB00398,DB12021,-3.5451958169,1
SORAFENIB,DINACICLIB,A2780,DB00398,DB12021,-9.6952982262,1
SORAFENIB,DINACICLIB,A375,DB00398,DB12021,1.5235325385,1
SORAFENIB,DINACICLIB,CAOV3,DB00398,DB12021,-8.9241201828,1
SORAFENIB,DINACICLIB,DLD1,DB00398,DB12021,-0.0576818976,1
SORAFENIB,DINACICLIB,ES2,DB00398,DB12021,2.9249889603,1
SORAFENIB,DINACICLIB,HCT116,DB00398,DB12021,-6.6707532888,1
SORAFENIB,DINACICLIB,HT144,DB00398,DB12021,-2.9898738273000003,1
SORAFENIB,DINACICLIB,HT29,DB00398,DB12021,-7.1353077162,1
SORAFENIB,DINACICLIB,KPL1,DB00398,DB12021,-13.0400901665,1
SORAFENIB,DINACICLIB,LOVO,DB00398,DB12021,-18.9500812319,1
SORAFENIB,DINACICLIB,MDAMB436,DB00398,DB12021,-7.739999451,1
SORAFENIB,DINACICLIB,NCIH1650,DB00398,DB12021,-5.3433445981,1
SORAFENIB,DINACICLIB,NCIH2122,DB00398,DB12021,-8.1403569064,1
SORAFENIB,DINACICLIB,NCIH23,DB00398,DB12021,-0.0200538885,1
SORAFENIB,DINACICLIB,NCIH460,DB00398,DB12021,-0.0889770961,1
SORAFENIB,DINACICLIB,NCIH520,DB00398,DB12021,-5.3096222068,1
SORAFENIB,DINACICLIB,OV90,DB00398,DB12021,-4.8978785415,1
SORAFENIB,DINACICLIB,RKO,DB00398,DB12021,2.382687119,1
SORAFENIB,DINACICLIB,RPMI7951,DB00398,DB12021,-6.5067895448,1
SORAFENIB,DINACICLIB,SKMEL30,DB00398,DB12021,-6.3458469637,1
SORAFENIB,DINACICLIB,SKMES1,DB00398,DB12021,-3.8643364089,1
SORAFENIB,DINACICLIB,SKOV3,DB00398,DB12021,-12.9647075838,1
SORAFENIB,DINACICLIB,SW620,DB00398,DB12021,-5.9163701695,1
SORAFENIB,DINACICLIB,SW837,DB00398,DB12021,-10.3232793416,1
SORAFENIB,DINACICLIB,T47D,DB00398,DB12021,-4.4221044095,1
SORAFENIB,DINACICLIB,UACC62,DB00398,DB12021,-6.3217334355,1
SORAFENIB,DINACICLIB,VCAP,DB00398,DB12021,-15.413333293,1
SORAFENIB,DINACICLIB,ZR751,DB00398,DB12021,-27.8667785337,1
SORAFENIB,MK-8776,A2058,DB00398,DB11899,9.9813495803,4
SORAFENIB,MK-8776,A2780,DB00398,DB11899,5.7526214583,4
SORAFENIB,MK-8776,A375,DB00398,DB11899,17.8504527568,4
SORAFENIB,MK-8776,CAOV3,DB00398,DB11899,2.9160625471,4
SORAFENIB,MK-8776,DLD1,DB00398,DB11899,12.6181539658,4
SORAFENIB,MK-8776,ES2,DB00398,DB11899,-10.3160577197,4
SORAFENIB,MK-8776,HCT116,DB00398,DB11899,10.6493467033,4
SORAFENIB,MK-8776,HT144,DB00398,DB11899,6.612041136499999,4
SORAFENIB,MK-8776,HT29,DB00398,DB11899,2.607647216,4
SORAFENIB,MK-8776,KPL1,DB00398,DB11899,-4.163951113,4
SORAFENIB,MK-8776,LOVO,DB00398,DB11899,-8.2513722374,4
SORAFENIB,MK-8776,MDAMB436,DB00398,DB11899,-2.1647455162,4
SORAFENIB,MK-8776,NCIH1650,DB00398,DB11899,10.3317476159,4
SORAFENIB,MK-8776,NCIH2122,DB00398,DB11899,-17.1922405322,4
SORAFENIB,MK-8776,NCIH23,DB00398,DB11899,-6.9110911926,4
SORAFENIB,MK-8776,NCIH460,DB00398,DB11899,13.982581139,4
SORAFENIB,MK-8776,NCIH520,DB00398,DB11899,15.6772094082,4
SORAFENIB,MK-8776,OV90,DB00398,DB11899,0.5879089529,4
SORAFENIB,MK-8776,RKO,DB00398,DB11899,-7.9724239505,4
SORAFENIB,MK-8776,RPMI7951,DB00398,DB11899,-10.8852368211,4
SORAFENIB,MK-8776,SKMEL30,DB00398,DB11899,-0.2902706891,4
SORAFENIB,MK-8776,SKMES1,DB00398,DB11899,-18.3965751193,4
SORAFENIB,MK-8776,SKOV3,DB00398,DB11899,-5.1224631702,4
SORAFENIB,MK-8776,SW620,DB00398,DB11899,9.4738508123,4
SORAFENIB,MK-8776,SW837,DB00398,DB11899,-12.5702219784,4
SORAFENIB,MK-8776,T47D,DB00398,DB11899,10.5685627236,4
SORAFENIB,MK-8776,UACC62,DB00398,DB11899,5.9827345023000005,4
SORAFENIB,MK-8776,VCAP,DB00398,DB11899,-0.4257673632,4
SORAFENIB,MK-8776,ZR751,DB00398,DB11899,-20.8209876926,4
SUNITINIB,ABT-888,A2058,DB01268,DB07232,11.5575850657,4
SUNITINIB,ABT-888,A2780,DB01268,DB07232,11.4496011414,4
SUNITINIB,ABT-888,A375,DB01268,DB07232,11.523892862,4
SUNITINIB,ABT-888,CAOV3,DB01268,DB07232,13.5549694663,4
SUNITINIB,ABT-888,DLD1,DB01268,DB07232,6.1309052425,4
SUNITINIB,ABT-888,ES2,DB01268,DB07232,6.3877085654,4
SUNITINIB,ABT-888,HCT116,DB01268,DB07232,14.5745305505,4
SUNITINIB,ABT-888,HT144,DB01268,DB07232,1.1511631322,4
SUNITINIB,ABT-888,HT29,DB01268,DB07232,11.5845598084,4
SUNITINIB,ABT-888,KPL1,DB01268,DB07232,12.3077714032,4
SUNITINIB,ABT-888,LOVO,DB01268,DB07232,3.7565330309,4
SUNITINIB,ABT-888,MDAMB436,DB01268,DB07232,6.6237839952,4
SUNITINIB,ABT-888,NCIH1650,DB01268,DB07232,3.4796078238,4
SUNITINIB,ABT-888,NCIH2122,DB01268,DB07232,7.5961113832,4
SUNITINIB,ABT-888,NCIH23,DB01268,DB07232,3.5210400083,4
SUNITINIB,ABT-888,NCIH460,DB01268,DB07232,2.6028930922,4
SUNITINIB,ABT-888,NCIH520,DB01268,DB07232,9.9959200504,4
SUNITINIB,ABT-888,OV90,DB01268,DB07232,2.4960697241,4
SUNITINIB,ABT-888,RKO,DB01268,DB07232,6.196822387,4
SUNITINIB,ABT-888,RPMI7951,DB01268,DB07232,4.8933378137,4
SUNITINIB,ABT-888,SKMEL30,DB01268,DB07232,6.361187479,4
SUNITINIB,ABT-888,SKMES1,DB01268,DB07232,10.2099092261,4
SUNITINIB,ABT-888,SKOV3,DB01268,DB07232,10.4513518318,4
SUNITINIB,ABT-888,SW620,DB01268,DB07232,6.3020008234,4
SUNITINIB,ABT-888,SW837,DB01268,DB07232,0.3343347671,4
SUNITINIB,ABT-888,T47D,DB01268,DB07232,21.8206613631,4
SUNITINIB,ABT-888,UACC62,DB01268,DB07232,13.7843421333,4
SUNITINIB,ABT-888,VCAP,DB01268,DB07232,13.402742608,4
SUNITINIB,ABT-888,ZR751,DB01268,DB07232,-1.3916968341999998,4
SUNITINIB,AZD1775,A2058,DB01268,DB11740,-3.4218589134,2
SUNITINIB,AZD1775,A2780,DB01268,DB11740,-4.0479389841,2
SUNITINIB,AZD1775,A375,DB01268,DB11740,5.5435602908,2
SUNITINIB,AZD1775,CAOV3,DB01268,DB11740,2.3633650318,2
SUNITINIB,AZD1775,DLD1,DB01268,DB11740,2.8697300405,2
SUNITINIB,AZD1775,ES2,DB01268,DB11740,4.4230900725,2
SUNITINIB,AZD1775,HCT116,DB01268,DB11740,0.3681454106,2
SUNITINIB,AZD1775,HT144,DB01268,DB11740,1.9808217994,2
SUNITINIB,AZD1775,HT29,DB01268,DB11740,-7.5967745951,2
SUNITINIB,AZD1775,KPL1,DB01268,DB11740,5.680450755800001,2
SUNITINIB,AZD1775,LOVO,DB01268,DB11740,-0.6264357981,2
SUNITINIB,AZD1775,MDAMB436,DB01268,DB11740,2.5165508819,2
SUNITINIB,AZD1775,NCIH1650,DB01268,DB11740,-3.3100868547,2
SUNITINIB,AZD1775,NCIH2122,DB01268,DB11740,-6.890146387000001,2
SUNITINIB,AZD1775,NCIH23,DB01268,DB11740,-11.3925238862,2
SUNITINIB,AZD1775,NCIH460,DB01268,DB11740,-0.8761545188,2
SUNITINIB,AZD1775,NCIH520,DB01268,DB11740,4.0762137574,2
SUNITINIB,AZD1775,OV90,DB01268,DB11740,0.0726372828,2
SUNITINIB,AZD1775,RKO,DB01268,DB11740,-7.7370228448,2
SUNITINIB,AZD1775,RPMI7951,DB01268,DB11740,0.8162103476000001,2
SUNITINIB,AZD1775,SKMEL30,DB01268,DB11740,-5.3616762599,2
SUNITINIB,AZD1775,SKMES1,DB01268,DB11740,-0.5395261854,2
SUNITINIB,AZD1775,SKOV3,DB01268,DB11740,2.9333103773,2
SUNITINIB,AZD1775,SW620,DB01268,DB11740,-7.9406147414,2
SUNITINIB,AZD1775,SW837,DB01268,DB11740,-9.964231481,2
SUNITINIB,AZD1775,T47D,DB01268,DB11740,9.3181089251,2
SUNITINIB,AZD1775,UACC62,DB01268,DB11740,6.4181978115,2
SUNITINIB,AZD1775,VCAP,DB01268,DB11740,-11.6930885368,2
SUNITINIB,AZD1775,ZR751,DB01268,DB11740,-6.1131973297,2
SUNITINIB,BEZ-235,A2058,DB01268,DB11651,24.6600221722,1
SUNITINIB,BEZ-235,A2780,DB01268,DB11651,15.6386769782,1
SUNITINIB,BEZ-235,A375,DB01268,DB11651,16.5340205208,1
SUNITINIB,BEZ-235,CAOV3,DB01268,DB11651,15.8952979612,1
SUNITINIB,BEZ-235,DLD1,DB01268,DB11651,21.1961919628,1
SUNITINIB,BEZ-235,ES2,DB01268,DB11651,16.404930378499998,1
SUNITINIB,BEZ-235,HCT116,DB01268,DB11651,31.6157836588,1
SUNITINIB,BEZ-235,HT144,DB01268,DB11651,13.7282441028,1
SUNITINIB,BEZ-235,HT29,DB01268,DB11651,29.8326603804,1
SUNITINIB,BEZ-235,KPL1,DB01268,DB11651,19.4917385227,1
SUNITINIB,BEZ-235,LOVO,DB01268,DB11651,13.9117322702,1
SUNITINIB,BEZ-235,MDAMB436,DB01268,DB11651,21.1948588489,1
SUNITINIB,BEZ-235,NCIH1650,DB01268,DB11651,17.6854598669,1
SUNITINIB,BEZ-235,NCIH2122,DB01268,DB11651,24.6515169227,1
SUNITINIB,BEZ-235,NCIH23,DB01268,DB11651,10.8000178461,1
SUNITINIB,BEZ-235,NCIH460,DB01268,DB11651,32.6219501308,1
SUNITINIB,BEZ-235,NCIH520,DB01268,DB11651,13.3564029403,1
SUNITINIB,BEZ-235,OV90,DB01268,DB11651,20.5268253843,1
SUNITINIB,BEZ-235,RKO,DB01268,DB11651,15.7532157537,1
SUNITINIB,BEZ-235,RPMI7951,DB01268,DB11651,13.4063650796,1
SUNITINIB,BEZ-235,SKMEL30,DB01268,DB11651,16.775450350299998,1
SUNITINIB,BEZ-235,SKMES1,DB01268,DB11651,20.9231979783,1
SUNITINIB,BEZ-235,SKOV3,DB01268,DB11651,13.8790095282,1
SUNITINIB,BEZ-235,SW620,DB01268,DB11651,14.0079433506,1
SUNITINIB,BEZ-235,SW837,DB01268,DB11651,18.053698275,1
SUNITINIB,BEZ-235,T47D,DB01268,DB11651,72.2166998263,1
SUNITINIB,BEZ-235,UACC62,DB01268,DB11651,20.0322748919,1
SUNITINIB,BEZ-235,VCAP,DB01268,DB11651,32.7913795449,1
SUNITINIB,BEZ-235,ZR751,DB01268,DB11651,15.4971190004,1
SUNITINIB,BORTEZOMIB,A2058,DB01268,DB00188,-3.7892011905,4
